,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
4215,42,14,44,5,48,42,90,4,25,69,87,83,19,5,99,74
4216,91,10,56,91,33,18,55,67,54,0,64,79,78,48,26,47
4217,64,68,33,33,57,46,48,57,83,8,93,31,41,64,18,86
4218,26,80,25,23,80,23,50,4,38,5,76,10,81,21,4,75
4219,74,42,96,48,89,18,69,68,9,99,62,71,52,74,68,41
4220,97,64,92,72,4,27,43,2,94,81,78,99,40,99,75,17
4221,65,51,19,53,10,67,18,64,9,10,88,51,26,44,10,82
4222,61,21,32,64,92,86,55,34,20,73,70,31,73,64,51,73
4223,64,51,11,41,37,57,53,35,98,15,48,82,99,0,51,8
4224,61,41,87,68,14,4,42,56,50,50,24,68,74,92,24,17
4225,69,67,67,46,48,90,13,28,20,69,39,18,47,28,98,59
4226,54,34,71,70,66,50,73,24,73,2,98,48,97,10,75,93
4227,62,19,54,44,7,49,11,51,48,46,14,51,19,5,44,38
4228,25,86,45,50,44,58,35,47,98,21,62,19,0,42,62,43
4229,27,81,13,23,79,22,90,34,18,68,95,65,3,36,25,60
4230,34,23,26,91,87,2,21,2,98,63,63,95,37,69,65,22
4231,71,71,25,41,49,17,24,75,97,14,60,87,38,72,80,97
4232,41,86,35,74,4,60,80,13,38,74,11,55,4,64,35,54
4233,19,84,18,75,26,65,50,26,0,16,58,52,67,11,4,95
4234,55,27,82,17,13,77,27,52,61,99,0,53,93,19,44,26
4235,48,65,66,84,64,96,71,73,69,56,66,5,54,83,90,72
4236,31,11,25,91,40,58,22,99,32,72,5,35,78,89,30,0
4237,7,29,43,86,82,46,11,5,83,87,17,11,98,32,1,18
4238,62,97,76,62,81,35,54,87,97,30,61,2,54,25,85,1
4239,42,98,31,86,21,34,91,45,39,90,71,26,9,2,28,80
4240,89,6,15,69,52,73,14,10,21,15,94,36,8,4,44,44
4241,99,54,73,30,82,16,56,71,97,17,11,17,2,87,57,43
4242,77,98,71,40,58,43,94,35,83,20,41,97,83,17,95,64
4243,49,78,44,16,42,80,16,54,70,76,19,78,5,86,92,83
4244,17,16,82,66,48,95,63,12,70,81,66,93,80,61,59,50
4245,30,85,43,9,32,55,69,35,15,1,52,13,18,82,37,5
4246,76,61,63,97,99,45,71,64,58,23,94,69,81,18,93,68
4247,49,70,42,76,6,93,65,31,48,29,3,39,66,89,38,13
4248,59,93,41,16,70,42,79,84,89,31,47,24,64,19,73,62
4249,8,3,56,88,68,71,94,68,84,7,33,87,33,89,44,41
4250,94,20,59,63,16,80,45,29,43,96,10,15,21,82,88,23
4251,98,6,61,61,71,42,13,28,96,0,90,7,18,77,56,45
4252,92,6,69,84,53,70,36,56,15,76,3,63,1,56,73,46
4253,31,83,64,29,23,32,8,87,33,96,63,77,70,71,10,59
4254,70,14,98,77,96,71,39,87,31,84,17,21,69,4,0,84
4255,60,9,29,55,12,8,86,23,87,44,4,63,77,94,53,12
4256,52,1,67,85,31,79,50,76,40,48,28,24,67,7,86,38
4257,79,96,56,11,41,74,55,61,48,4,91,30,34,21,59,25
4258,45,19,71,12,78,55,11,11,14,89,69,39,60,54,72,92
4259,93,34,86,52,93,54,23,87,39,89,20,38,34,46,97,90
4260,5,62,29,95,88,71,30,79,0,22,4,50,26,65,70,25
4261,33,19,26,31,10,10,48,78,4,5,49,96,4,10,29,6
4262,3,27,87,48,23,40,14,12,39,57,86,13,34,39,37,75
4263,37,2,25,7,83,94,4,85,54,90,74,71,93,41,45,66
4264,17,89,29,60,81,84,99,29,94,62,48,46,8,7,85,45
4265,47,88,46,38,38,28,35,65,84,16,73,3,94,42,36,17
4266,77,91,49,47,48,2,33,16,33,33,77,43,31,13,94,7
4267,97,48,41,31,29,60,41,40,93,24,57,23,74,88,84,38
4268,69,75,24,48,82,82,20,66,62,39,39,87,98,13,71,55
4269,92,42,90,50,98,16,24,48,77,3,19,65,72,76,51,85
4270,3,37,11,12,30,33,48,54,4,12,87,42,80,26,47,80
4271,54,28,98,31,26,85,20,73,21,76,25,63,48,65,59,42
4272,60,23,78,26,22,26,54,15,1,49,62,52,48,91,78,21
4273,91,6,32,87,15,63,78,24,83,14,36,68,36,38,33,99
4274,88,66,48,53,95,1,58,19,55,67,10,43,35,44,27,87
4275,77,96,75,98,76,95,72,74,71,64,52,91,30,28,80,44
4276,48,49,70,55,31,31,61,40,62,31,53,51,28,85,15,24
4277,82,65,40,69,61,39,96,1,36,74,90,89,50,29,87,83
4278,27,44,13,62,56,53,68,95,9,44,27,80,67,53,55,30
4279,76,6,86,18,7,61,40,81,23,63,57,81,71,99,27,50
4280,6,29,82,25,29,58,16,13,12,39,22,87,77,18,4,76
4281,36,11,34,13,21,15,26,80,91,47,79,94,43,26,42,19
4282,53,6,31,84,40,12,9,74,42,83,51,69,7,60,98,15
4283,32,4,3,12,21,60,76,19,4,93,27,91,47,41,96,51
4284,88,28,58,21,68,48,19,47,63,54,99,71,4,54,28,95
4285,50,27,43,13,25,49,32,42,33,57,22,85,24,16,65,34
4286,55,92,20,95,94,32,0,33,93,26,50,66,28,91,92,67
4287,27,77,87,75,50,70,24,49,3,41,97,48,71,68,40,4
4288,97,95,29,41,69,79,72,60,71,67,55,35,29,13,85,96
4289,15,70,88,2,21,74,62,48,74,1,11,27,88,54,2,97
4290,10,92,66,79,21,25,28,88,40,41,86,31,50,2,79,96
4291,31,66,76,56,10,69,89,4,2,96,0,83,62,16,68,62
4292,92,42,45,84,53,38,98,60,87,45,24,68,86,82,66,90
4293,86,72,60,11,87,43,91,17,54,16,16,26,22,92,61,85
4294,0,36,46,36,30,55,66,6,58,81,89,20,68,23,42,82
4295,88,58,29,23,88,49,78,29,35,41,72,0,97,56,79,71
4296,88,87,83,19,58,80,46,62,81,17,7,26,37,14,74,2
4297,37,90,53,16,41,8,97,98,69,42,90,0,14,89,57,18
4298,76,32,15,98,78,5,30,85,62,45,99,73,39,98,5,80
4299,28,42,83,86,61,38,71,60,75,59,61,23,80,34,83,55
4300,31,86,65,18,1,64,51,62,5,97,72,81,70,66,61,79
4301,57,42,35,65,44,58,15,14,99,78,73,86,25,68,66,53
4302,73,69,43,48,53,10,84,1,70,31,6,87,62,77,26,61
4303,38,13,67,4,86,75,86,89,97,13,63,73,1,96,84,64
4304,61,90,39,44,56,40,52,86,7,86,26,71,7,58,25,56
4305,44,73,6,52,4,50,78,98,19,14,37,97,59,55,54,20
4306,52,44,41,47,74,42,88,14,45,29,36,25,84,76,40,21
4307,0,89,29,90,74,24,19,12,2,48,50,9,27,12,74,3
4308,76,71,40,47,37,14,39,74,58,42,50,62,66,58,3,67
4309,20,76,57,6,90,98,64,19,64,38,79,41,60,59,33,51
4310,24,87,87,81,89,32,68,35,47,44,91,6,96,56,71,82
4311,0,87,86,74,68,94,50,11,30,99,81,53,29,63,74,55
4312,95,62,39,12,64,46,49,58,33,79,83,12,30,97,5,12
4313,54,59,23,58,22,4,53,73,70,28,71,42,79,65,64,81
4314,6,59,28,27,91,48,47,2,22,77,34,92,79,49,47,72
4315,90,42,1,24,19,2,69,55,76,54,67,23,4,52,15,64
4316,55,44,67,40,42,35,29,65,18,81,34,17,23,59,8,60
4317,27,19,67,45,10,12,41,41,18,27,98,78,81,6,83,61
4318,22,27,49,41,40,90,96,13,27,27,46,35,97,38,2,30
4319,79,0,66,45,72,60,42,10,63,57,7,93,27,38,11,77
4320,46,42,41,65,10,76,26,50,28,48,55,52,80,22,21,55
4321,91,46,66,3,71,6,28,20,65,81,77,39,30,83,10,93
4322,3,19,3,17,20,83,22,34,25,63,18,46,38,10,6,22
4323,98,23,0,28,81,33,29,46,48,53,97,14,8,95,44,73
4324,49,62,52,99,31,3,73,99,71,24,19,26,77,7,32,24
4325,51,50,73,89,55,83,19,11,91,54,9,84,99,21,50,40
4326,59,83,99,35,6,61,58,34,31,47,76,40,24,55,60,94
4327,33,21,99,92,62,1,46,28,83,87,10,95,56,54,52,24
4328,59,21,41,55,57,63,82,44,46,16,34,40,43,31,1,52
4329,85,83,15,57,49,31,81,4,64,39,19,23,12,58,91,43
4330,36,35,1,44,6,82,97,96,37,47,51,75,72,4,23,0
4331,25,35,49,2,11,51,14,84,88,50,63,10,35,34,19,89
4332,90,0,21,21,56,36,56,79,92,8,96,80,12,75,11,17
4333,91,27,48,58,5,24,45,8,89,36,26,95,86,75,76,80
4334,26,49,53,73,35,11,87,68,27,52,72,46,50,40,22,72
4335,50,79,22,19,14,4,72,40,94,49,55,13,90,83,65,88
4336,54,67,75,80,75,70,77,13,52,53,10,91,58,74,61,3
4337,4,32,42,35,8,4,97,55,73,16,26,54,15,27,97,18
4338,59,32,71,50,17,92,68,44,93,27,8,74,74,73,51,26
4339,44,91,71,79,25,29,8,56,3,28,31,70,59,4,31,20
4340,98,77,60,80,20,4,84,78,51,56,29,28,72,10,68,60
4341,87,16,35,9,19,93,51,42,11,81,55,8,83,10,98,19
4342,93,35,90,7,72,60,45,86,91,66,97,79,74,72,54,67
4343,7,73,70,58,93,23,97,83,50,30,55,79,22,83,72,95
4344,72,4,6,65,68,8,7,46,84,74,5,35,17,17,5,39
4345,78,26,96,1,26,71,51,55,17,94,29,48,86,72,97,35
4346,0,54,4,99,35,1,44,55,92,88,91,10,16,34,70,6
4347,58,49,43,82,65,0,63,92,42,55,94,70,74,58,87,58
4348,38,84,88,62,15,72,67,19,33,26,47,77,84,15,13,26
4349,92,7,42,71,61,97,82,47,58,84,64,56,97,3,3,98
4350,63,90,70,2,99,55,36,94,7,13,11,16,68,20,23,87
4351,66,77,28,64,41,74,95,35,78,22,93,32,36,79,28,86
4352,97,28,14,52,62,57,39,74,94,65,71,14,77,8,29,28
4353,27,62,86,37,39,6,44,8,25,46,15,4,17,39,20,18
4354,7,12,80,42,76,18,69,96,34,90,24,50,65,56,49,26
4355,90,80,85,22,12,48,44,64,34,45,84,6,63,37,6,65
4356,15,58,30,74,24,61,55,11,34,79,71,28,68,15,5,89
4357,3,16,47,47,28,63,65,13,96,98,32,62,45,23,36,15
4358,91,18,21,63,17,36,21,25,12,18,85,92,58,3,9,65
4359,33,56,16,65,38,51,83,58,4,4,99,27,28,9,16,45
4360,83,78,54,17,88,74,57,2,54,61,62,42,97,88,72,0
4361,69,57,43,23,34,77,49,12,0,6,58,51,19,76,22,66
4362,27,71,68,83,87,97,42,64,36,32,23,84,56,58,16,57
4363,79,0,97,9,6,35,69,26,21,75,22,25,83,4,54,44
4364,77,55,98,2,18,73,66,79,31,94,79,1,10,23,71,56
4365,79,30,7,41,11,51,41,19,99,25,31,99,94,37,84,28
4366,35,38,88,48,14,89,1,86,29,89,17,42,11,80,38,12
4367,87,61,59,79,71,4,79,29,70,30,51,2,51,64,39,15
4368,13,65,95,96,27,14,44,56,62,58,24,24,21,77,33,28
4369,90,68,27,21,66,56,53,23,6,64,40,68,80,16,75,76
4370,77,75,42,66,11,12,62,85,96,79,52,63,49,7,12,61
4371,45,58,21,53,85,17,64,66,57,13,57,12,81,60,35,49
4372,28,83,38,90,88,48,74,80,71,48,95,36,93,51,39,83
4373,35,82,53,80,0,15,31,7,64,12,31,0,58,65,47,71
4374,46,66,50,7,37,60,47,16,59,18,79,80,88,93,46,64
4375,89,27,22,81,24,58,84,54,36,88,34,13,66,91,30,30
4376,66,24,44,73,61,81,48,1,29,79,63,40,25,82,84,22
4377,45,61,7,74,50,31,1,84,26,39,19,99,73,72,40,38
4378,33,22,77,59,79,54,50,5,16,55,72,23,76,2,33,32
4379,45,43,65,9,25,9,31,53,69,92,68,47,58,94,30,1
4380,81,41,14,96,16,73,63,77,89,26,48,74,46,88,76,67
4381,61,76,56,56,3,79,36,47,69,90,88,55,81,57,60,71
4382,47,5,65,3,33,29,26,21,16,39,48,86,85,13,81,11
4383,91,72,12,52,0,25,85,32,56,50,23,68,3,42,49,79
4384,20,7,82,82,57,19,64,32,80,38,82,24,82,56,31,85
4385,18,0,96,74,60,14,10,92,54,47,12,89,61,75,32,46
4386,68,45,9,35,18,55,95,52,23,6,3,30,94,99,43,22
4387,44,71,39,69,13,58,21,64,95,72,24,46,88,82,55,84
4388,17,6,37,38,73,54,52,57,2,54,80,59,86,82,34,55
4389,90,5,95,64,3,14,96,60,46,12,28,38,27,40,23,2
4390,50,11,14,61,13,4,29,21,70,37,20,60,26,24,44,39
4391,39,97,16,88,1,91,46,67,50,81,91,0,41,94,59,58
4392,21,79,18,39,90,55,82,44,5,23,26,19,65,99,90,14
4393,17,72,83,19,36,27,27,53,34,83,55,55,17,69,18,38
4394,94,23,33,83,17,0,9,35,32,33,79,76,93,65,92,78
4395,31,94,70,28,3,16,39,16,30,28,90,4,77,70,35,71
4396,54,14,81,22,62,0,76,75,7,33,79,59,38,44,82,78
4397,69,65,73,73,29,34,77,40,89,35,18,61,39,3,84,57
4398,94,99,86,50,90,42,35,87,23,88,21,94,5,36,28,47
4399,74,14,41,51,59,4,49,84,47,69,84,23,99,68,14,57
4400,71,41,8,45,80,63,35,75,51,88,50,13,44,48,42,76
4401,11,51,66,95,32,70,57,11,9,21,57,76,23,0,78,98
4402,14,77,87,81,17,67,92,5,61,90,53,50,6,4,49,72
4403,18,91,10,25,33,60,39,18,48,91,33,50,30,42,14,13
4404,39,43,50,23,46,76,78,43,53,92,23,32,17,53,94,62
4405,35,57,35,42,95,23,42,7,6,96,64,50,42,67,37,23
4406,11,68,28,22,77,91,95,48,4,82,12,8,77,47,5,35
4407,18,17,44,40,14,21,38,75,35,11,14,20,14,81,42,88
4408,71,85,68,81,57,45,65,82,62,54,15,52,10,87,19,48
4409,91,68,2,83,0,54,55,56,1,19,38,74,18,73,60,91
4410,21,95,37,13,73,46,64,84,41,12,24,89,21,65,95,89
4411,19,67,24,39,43,31,43,35,65,2,64,54,3,74,84,50
4412,7,32,56,69,51,29,31,64,79,28,27,38,96,50,86,17
4413,67,83,30,74,41,52,56,26,10,47,80,37,32,92,58,32
4414,87,94,30,96,47,2,15,24,23,49,42,38,14,91,56,42
4415,39,15,59,11,27,20,25,56,54,13,56,23,51,43,16,24
4416,31,38,71,85,34,44,25,37,44,76,28,13,69,21,12,54
4417,15,81,40,74,33,60,78,42,32,23,7,33,51,4,95,85
4418,16,77,36,65,13,88,36,89,32,4,33,90,86,0,89,80
4419,83,45,51,21,56,6,12,40,49,33,47,70,42,71,92,18
4420,51,33,53,54,3,92,10,78,7,73,99,87,1,35,83,83
4421,79,37,32,64,29,7,76,87,2,54,33,92,97,46,81,10
4422,66,96,75,33,47,10,6,76,58,83,36,24,70,53,86,61
4423,88,41,54,14,53,92,30,38,42,97,26,77,62,72,1,13
4424,97,20,47,82,63,83,82,16,9,90,60,91,3,72,9,0
4425,72,45,86,11,97,50,82,43,18,43,74,82,30,67,44,54
4426,76,89,35,65,9,1,72,31,75,0,95,20,18,70,14,39
4427,79,19,52,75,72,90,20,95,72,68,10,95,25,76,24,19
4428,28,12,98,74,1,0,97,10,30,90,39,15,93,71,63,94
4429,82,39,73,99,30,26,85,1,93,33,32,4,53,16,75,2
4430,70,11,45,37,41,60,65,74,55,95,42,6,86,46,23,68
4431,93,55,39,98,76,78,22,8,89,17,80,1,60,98,62,65
4432,31,85,76,62,53,47,26,95,47,53,64,86,64,47,50,6
4433,93,0,78,73,16,35,93,48,94,77,28,23,75,67,31,81
4434,42,96,25,84,92,52,10,90,66,51,29,28,61,57,88,29
4435,20,33,43,9,0,36,9,1,20,23,85,4,29,29,43,52
4436,30,83,14,23,28,54,10,58,57,91,14,9,76,8,60,78
4437,14,20,11,80,51,21,0,48,8,94,52,2,91,37,53,1
4438,11,86,54,53,82,32,86,9,25,80,51,39,53,41,48,69
4439,62,47,31,86,1,60,37,39,65,99,31,12,6,95,9,60
4440,76,16,11,34,48,80,60,41,86,88,9,79,91,50,17,6
4441,22,30,22,61,57,44,96,8,41,43,92,81,19,39,88,91
4442,32,78,67,20,60,78,14,90,48,95,34,9,27,97,71,12
4443,75,70,71,5,4,5,55,47,45,46,84,16,28,57,53,93
4444,15,79,44,54,39,53,39,33,46,99,91,30,1,30,84,12
4445,65,63,71,19,82,8,53,3,7,36,79,69,44,8,14,18
4446,99,26,55,84,66,11,47,69,11,34,76,25,50,34,2,83
4447,24,62,12,16,66,81,0,68,0,20,89,53,93,77,49,2
4448,93,35,69,3,88,93,84,23,15,72,28,47,94,81,95,93
4449,95,71,44,75,66,46,14,39,64,77,11,50,0,55,62,99
4450,63,39,84,17,91,48,30,15,1,69,47,49,28,53,71,43
4451,56,87,29,68,51,81,56,92,43,81,82,28,35,48,35,85
4452,57,2,47,2,44,50,31,47,88,57,73,43,15,57,92,64
4453,55,31,92,55,52,49,98,55,55,82,17,32,87,77,55,32
4454,75,6,38,35,13,19,53,47,21,79,4,27,82,26,17,61
4455,91,3,77,19,54,29,55,42,56,26,23,34,7,65,87,47
4456,87,45,82,17,18,46,6,13,47,73,44,68,46,81,46,36
4457,87,75,10,28,7,42,22,93,2,54,89,60,31,86,86,58
4458,43,57,11,77,21,40,64,49,63,88,96,93,77,39,15,8
4459,53,16,77,42,70,5,34,47,40,65,71,38,77,18,79,30
4460,35,54,32,14,78,66,65,36,58,25,36,18,72,30,66,71
4461,93,19,36,29,4,31,16,32,42,14,68,70,20,93,72,85
4462,96,33,68,65,73,70,27,62,45,73,38,15,79,39,85,94
4463,20,66,69,39,76,75,68,32,64,98,51,61,1,63,51,70
4464,12,14,85,26,97,41,15,53,43,98,95,83,38,84,32,73
4465,64,22,64,79,8,97,49,81,37,31,14,9,58,95,86,84
4466,38,33,9,68,65,50,94,65,20,90,8,11,31,49,29,49
4467,64,15,73,88,99,51,9,95,22,90,73,18,30,79,35,99
4468,16,44,91,48,39,92,44,42,16,89,97,30,25,4,84,11
4469,96,22,51,51,96,0,54,43,35,40,83,69,37,12,24,10
4470,1,51,74,7,75,30,84,68,48,11,17,4,49,18,30,9
4471,35,20,14,23,71,25,92,98,35,2,44,22,77,67,80,21
4472,61,20,91,4,64,69,40,12,77,53,0,78,7,39,81,78
4473,36,88,30,9,38,29,77,92,6,70,46,61,87,91,2,24
4474,15,9,92,24,36,87,33,71,37,23,22,56,16,39,87,35
4475,38,6,87,99,31,67,70,94,69,60,61,33,26,37,70,0
4476,64,3,49,65,61,22,53,65,1,4,56,94,97,50,12,4
4477,30,63,10,45,64,58,50,10,92,82,93,14,98,7,23,90
4478,82,86,59,81,42,81,27,50,12,93,94,65,78,39,47,49
4479,89,13,84,90,8,28,2,11,78,97,49,5,31,24,12,43
4480,28,97,2,39,64,69,52,88,78,95,50,23,98,24,44,20
4481,33,65,57,60,10,63,84,72,71,73,55,38,50,36,19,98
4482,98,62,6,51,12,61,49,46,67,61,63,95,27,79,98,88
4483,27,3,67,67,70,15,94,42,53,88,16,22,39,47,87,70
4484,91,38,39,67,25,22,33,70,3,99,6,61,82,87,24,51
4485,45,79,77,91,49,64,4,57,54,71,68,21,47,26,82,35
4486,39,60,76,65,50,54,96,13,19,77,50,30,37,44,4,73
4487,74,17,28,18,77,1,62,62,45,67,93,55,34,70,90,47
4488,31,81,91,29,48,77,37,26,17,58,4,96,80,59,20,37
4489,87,72,68,14,5,53,57,5,95,45,16,10,86,91,11,2
4490,93,80,52,29,11,39,13,9,67,39,64,34,82,36,50,85
4491,87,32,60,52,51,12,59,39,64,76,98,12,70,97,16,77
4492,61,45,38,14,22,54,29,27,62,95,42,25,83,93,42,63
4493,7,25,61,20,19,80,74,64,72,54,64,70,79,38,99,48
4494,41,83,34,83,44,87,52,50,11,36,40,73,65,79,98,6
4495,10,25,39,2,97,47,67,47,17,30,56,3,47,36,96,67
4496,13,56,53,55,61,72,27,70,73,7,80,50,77,54,53,56
4497,37,34,38,56,42,31,43,4,58,25,31,51,9,37,5,47
4498,36,15,45,13,75,13,91,6,79,42,23,96,20,73,40,10
4499,61,28,29,53,38,95,61,27,24,89,30,87,41,94,0,42
4500,43,64,71,6,88,14,52,64,44,35,37,79,91,29,31,62
4501,27,43,72,52,72,62,30,16,78,1,73,25,36,20,62,56
4502,89,51,40,16,84,27,4,66,24,22,0,4,38,89,29,76
4503,93,39,67,60,88,46,49,30,51,81,73,43,52,18,56,92
4504,93,30,56,64,78,85,54,15,88,20,95,64,44,44,7,65
4505,29,97,79,53,42,97,31,7,97,11,89,25,87,40,5,56
4506,83,56,54,22,32,79,0,99,94,8,5,29,70,39,17,35
4507,67,47,57,60,68,17,18,41,33,47,16,22,15,4,8,44
4508,68,15,15,28,29,44,24,60,90,25,21,2,88,62,29,92
4509,7,90,38,20,68,29,96,72,51,33,51,22,13,20,11,69
4510,34,30,14,57,22,36,48,42,49,50,48,9,95,18,22,35
4511,88,35,83,91,13,2,11,63,16,71,1,30,1,77,99,62
4512,54,6,98,94,48,6,26,76,46,23,79,41,10,30,49,18
4513,48,62,12,49,36,19,49,72,74,76,64,98,83,38,38,70
4514,26,36,48,89,40,91,9,6,72,20,87,37,41,90,64,46
4515,21,0,25,83,66,83,80,93,92,81,51,48,64,41,14,59
4516,88,20,88,88,68,0,47,31,39,86,10,23,93,65,57,66
4517,46,72,67,31,33,25,77,65,38,84,93,67,51,86,59,56
4518,27,94,90,16,60,6,96,12,68,31,82,84,14,34,38,45
4519,15,33,2,37,82,43,23,71,47,58,76,15,70,28,48,70
4520,16,16,83,28,55,94,7,16,45,44,25,75,64,35,2,85
4521,59,19,10,77,86,96,64,66,94,20,54,9,94,83,29,22
4522,69,72,85,25,45,71,54,53,90,47,1,62,81,51,83,60
4523,35,64,39,9,52,91,43,76,92,33,34,46,43,4,66,92
4524,28,16,18,13,15,92,1,77,97,69,32,25,31,94,72,7
4525,98,41,70,65,23,99,67,15,80,19,8,36,51,40,23,72
4526,84,81,23,52,45,78,1,55,45,83,65,17,37,30,1,35
4527,54,86,64,31,76,20,21,22,81,36,85,93,87,19,26,30
4528,56,19,98,64,21,67,50,71,68,14,89,92,66,1,18,16
4529,89,64,90,85,63,12,75,47,14,79,36,9,46,8,62,34
4530,42,8,40,48,93,8,8,95,36,94,24,53,75,78,35,24
4531,52,93,41,69,58,57,67,9,13,97,23,71,98,88,78,92
4532,52,74,60,96,98,68,17,19,26,70,83,42,97,49,50,21
4533,63,93,92,39,6,84,58,29,52,15,10,67,73,15,50,44
4534,16,63,82,75,55,83,87,69,9,65,9,78,26,62,73,98
4535,30,80,72,88,42,31,69,36,83,2,39,9,56,55,11,3
4536,74,25,89,58,76,57,31,23,83,39,82,48,37,88,78,84
4537,28,29,7,55,29,51,13,94,28,26,52,69,0,36,54,34
4538,10,33,29,45,45,49,32,90,86,4,12,3,55,92,25,80
4539,46,61,3,24,9,18,78,90,43,83,66,11,58,2,15,65
4540,68,96,20,63,88,61,41,79,89,76,10,18,67,39,5,98
4541,96,40,22,18,42,65,78,96,25,59,47,41,40,56,79,84
4542,83,43,84,86,58,69,49,75,59,90,35,53,74,28,69,68
4543,65,51,79,59,97,94,18,70,4,11,24,7,70,21,7,66
4544,22,9,30,51,30,89,30,90,43,30,29,33,90,6,68,78
4545,81,41,9,0,45,98,85,19,93,53,44,92,59,88,68,57
4546,12,88,10,95,90,45,42,30,96,6,4,91,0,50,37,94
4547,9,37,72,62,34,78,7,50,68,5,16,11,78,70,60,68
4548,61,86,51,39,40,69,29,1,31,94,66,41,51,17,21,75
4549,51,91,84,62,11,24,58,20,47,49,16,25,28,92,43,58
4550,68,63,80,33,27,64,33,8,0,30,86,85,11,8,68,77
4551,82,1,78,93,19,45,8,53,55,62,58,30,49,79,10,50
4552,6,96,99,56,77,24,63,54,91,48,39,11,6,39,46,7
4553,18,70,70,24,11,64,69,91,58,3,79,15,68,51,17,18
4554,15,28,93,94,86,83,4,65,87,45,45,69,58,1,74,53
4555,0,26,17,26,60,61,93,21,84,71,38,16,36,74,70,55
4556,66,28,96,82,86,69,9,31,16,85,54,36,21,5,4,31
4557,60,34,26,27,36,57,44,32,43,17,85,11,21,80,79,83
4558,69,31,10,74,99,40,26,65,67,29,21,68,88,74,36,36
4559,24,32,71,98,27,1,64,70,90,19,59,61,48,41,41,59
4560,94,91,82,85,10,11,96,63,80,75,38,3,4,57,45,47
4561,58,23,86,55,81,8,29,74,12,77,84,22,24,87,3,91
4562,81,0,89,42,30,16,20,50,77,81,47,38,38,22,20,4
4563,96,47,81,43,13,42,76,68,40,96,71,2,75,61,48,54
4564,96,53,34,14,47,64,81,81,61,80,0,34,15,43,23,91
4565,68,38,44,32,29,35,61,7,92,17,73,34,50,9,24,18
4566,23,13,40,8,45,53,27,18,78,50,24,86,42,90,80,21
4567,33,74,49,45,96,45,68,56,63,93,7,23,36,98,55,22
4568,90,23,45,30,59,60,81,79,61,41,29,89,82,2,95,61
4569,66,0,95,84,9,2,24,83,61,9,77,98,44,23,83,49
4570,75,4,45,51,92,42,85,86,32,93,52,89,90,3,79,25
4571,95,55,83,37,61,23,7,78,89,81,41,62,63,80,11,49
4572,67,77,83,31,5,24,37,24,40,79,47,12,26,86,10,26
4573,85,69,47,37,85,31,16,73,37,78,32,18,74,70,95,74
4574,52,29,17,33,59,97,77,57,60,16,16,23,76,96,29,62
4575,72,77,85,16,32,3,72,96,24,45,5,81,52,80,69,39
4576,9,73,89,65,85,81,21,16,75,46,91,4,0,85,9,0
4577,62,72,40,73,26,61,21,45,55,70,28,27,17,6,77,22
4578,84,52,18,86,61,0,85,10,8,27,71,3,55,98,36,14
4579,30,95,84,31,45,11,86,61,74,58,93,50,33,97,87,15
4580,21,41,39,69,53,75,14,26,18,22,59,97,0,50,64,72
4581,32,35,69,39,3,60,70,83,48,27,80,32,35,54,74,51
4582,59,27,84,2,47,97,79,3,2,40,7,24,50,88,65,49
4583,39,4,17,4,43,94,63,90,26,52,37,17,12,16,32,54
4584,69,62,67,57,38,41,45,44,78,32,94,57,99,9,29,14
4585,34,96,36,61,88,27,39,82,22,26,19,37,55,41,70,4
4586,40,81,17,70,50,47,67,83,43,50,30,81,54,96,14,10
4587,82,64,23,90,52,14,80,18,38,62,92,19,77,59,64,95
4588,53,39,6,86,44,16,20,4,68,18,32,36,6,83,43,71
4589,12,68,69,83,90,40,64,39,59,13,51,37,66,20,71,14
4590,75,0,35,51,21,71,86,76,55,91,56,56,45,77,29,38
4591,71,7,55,15,48,60,25,10,34,15,6,14,57,87,99,90
4592,45,44,60,38,69,82,38,63,93,11,52,42,29,11,91,0
4593,88,59,12,35,15,9,5,2,47,55,29,24,77,47,99,78
4594,98,24,4,76,79,77,88,73,20,93,18,90,15,71,31,16
4595,0,57,79,44,16,40,75,1,62,51,33,71,51,36,9,47
4596,98,91,32,99,44,5,13,78,90,56,19,67,65,90,2,27
4597,50,67,94,5,35,50,20,91,74,56,88,41,49,56,89,35
4598,61,36,69,37,82,0,41,74,67,74,77,69,58,72,6,79
4599,79,46,23,11,97,40,2,15,69,90,95,19,74,99,43,23
4600,61,76,94,10,20,42,48,98,50,51,19,46,70,22,96,79
4601,3,50,82,46,14,14,45,44,11,79,50,39,5,76,71,63
4602,5,95,61,33,16,53,94,28,60,87,59,57,55,22,92,41
4603,69,30,62,51,96,80,20,60,63,97,43,43,34,92,84,23
4604,47,21,56,11,17,29,29,19,29,92,95,71,3,89,78,48
4605,79,49,90,33,65,11,60,64,31,81,52,18,90,46,14,45
4606,93,5,44,29,72,0,54,49,67,87,84,53,52,57,85,30
4607,84,26,75,33,10,15,90,78,73,72,3,2,9,7,37,43
4608,34,71,9,70,58,48,13,13,78,0,81,35,94,16,21,38
4609,13,15,86,82,28,38,6,89,4,79,35,65,16,38,84,22
4610,19,73,25,72,88,76,51,13,99,65,49,21,74,86,53,50
4611,85,35,55,85,53,47,66,7,85,67,97,55,10,50,29,58
4612,73,5,30,62,3,7,70,25,23,52,97,12,64,60,97,85
